sale_id,sale_date,game_title,category,platform,price,quantity,total_sale
1790,2023-09-24,Dragon Realms,RPG,Xbox,59.99,6,359.94
1791,2023-09-24,Shadow Ops,Shooter,PC,44.99,3,134.97
1792,2023-09-24,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1793,2023-09-24,Shadow Ops,Shooter,PC,44.99,6,269.94
1794,2023-09-24,Galaxy Raiders,Action,PC,39.99,3,119.97
1795,2023-09-25,Shadow Ops,Shooter,PC,44.99,6,269.94
1796,2023-09-26,Mythic Tactics,Strategy,PC,29.99,2,59.98
1797,2023-09-26,Mythic Tactics,Strategy,PC,29.99,4,119.96
1798,2023-09-26,Shadow Ops,Shooter,PC,44.99,3,134.97
1799,2023-09-26,Shadow Ops,Shooter,PC,44.99,6,269.94
1800,2023-09-27,Dragon Realms,RPG,Xbox,59.99,4,239.96
1801,2023-09-28,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1802,2023-09-28,Galaxy Raiders,Action,PC,39.99,1,39.99
1803,2023-09-28,Mythic Tactics,Strategy,PC,29.99,2,59.98
1804,2023-09-28,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1805,2023-09-29,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1806,2023-09-29,Mythic Tactics,Strategy,PC,29.99,2,59.98
1807,2023-09-29,Shadow Ops,Shooter,PC,44.99,1,44.99
1808,2023-09-29,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1809,2023-09-30,Galaxy Raiders,Action,PC,39.99,3,119.97
1810,2023-09-30,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1811,2023-09-30,Speed Circuit,Racing,PlayStation,49.99,4,199.96
1812,2023-09-30,Dragon Realms,RPG,Xbox,59.99,1,59.99
1813,2023-10-01,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1814,2023-10-01,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1815,2023-10-01,Dragon Realms,RPG,Xbox,59.99,6,359.94
1816,2023-10-02,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1817,2023-10-02,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
1818,2023-10-03,Shadow Ops,Shooter,PC,44.99,4,179.96
1819,2023-10-03,Dragon Realms,RPG,Xbox,59.99,6,359.94
1820,2023-10-03,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1821,2023-10-03,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1822,2023-10-03,Dragon Realms,RPG,Xbox,59.99,5,299.95
1823,2023-10-04,Galaxy Raiders,Action,PC,39.99,6,239.94
1824,2023-10-04,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1825,2023-10-04,Dragon Realms,RPG,Xbox,59.99,1,59.99
1826,2023-10-04,Dragon Realms,RPG,Xbox,59.99,2,119.98
1827,2023-10-05,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1828,2023-10-05,Mythic Tactics,Strategy,PC,29.99,6,179.94
1829,2023-10-05,Dragon Realms,RPG,Xbox,59.99,4,239.96
1830,2023-10-05,Dragon Realms,RPG,Xbox,59.99,5,299.95
1831,2023-10-06,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1832,2023-10-06,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1833,2023-10-06,Galaxy Raiders,Action,PC,39.99,3,119.97
1834,2023-10-06,Galaxy Raiders,Action,PC,39.99,6,239.94
1835,2023-10-07,Mythic Tactics,Strategy,PC,29.99,4,119.96
1836,2023-10-07,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1837,2023-10-07,Dragon Realms,RPG,Xbox,59.99,5,299.95
1838,2023-10-07,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1839,2023-10-08,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
1840,2023-10-09,Mythic Tactics,Strategy,PC,29.99,2,59.98
1841,2023-10-10,Dragon Realms,RPG,Xbox,59.99,5,299.95
1842,2023-10-10,Dragon Realms,RPG,Xbox,59.99,3,179.97
1843,2023-10-10,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1844,2023-10-10,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
1845,2023-10-11,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1846,2023-10-11,Dragon Realms,RPG,Xbox,59.99,5,299.95
1847,2023-10-11,Mythic Tactics,Strategy,PC,29.99,4,119.96
1848,2023-10-11,Galaxy Raiders,Action,PC,39.99,1,39.99
1849,2023-10-12,Dragon Realms,RPG,Xbox,59.99,1,59.99
1850,2023-10-12,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1851,2023-10-12,Mythic Tactics,Strategy,PC,29.99,5,149.95
1852,2023-10-12,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1853,2023-10-12,Mythic Tactics,Strategy,PC,29.99,3,89.97
1854,2023-10-13,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
1855,2023-10-13,Dragon Realms,RPG,Xbox,59.99,4,239.96
1856,2023-10-13,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1857,2023-10-13,Shadow Ops,Shooter,PC,44.99,2,89.98
1858,2023-10-14,Mythic Tactics,Strategy,PC,29.99,6,179.94
1859,2023-10-14,Galaxy Raiders,Action,PC,39.99,3,119.97
1860,2023-10-14,Dragon Realms,RPG,Xbox,59.99,5,299.95
1861,2023-10-14,Dragon Realms,RPG,Xbox,59.99,3,179.97
1862,2023-10-15,Mythic Tactics,Strategy,PC,29.99,5,149.95
1863,2023-10-15,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
1864,2023-10-15,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
1865,2023-10-15,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1866,2023-10-16,Galaxy Raiders,Action,PC,39.99,4,159.96
1867,2023-10-17,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1868,2023-10-18,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1869,2023-10-18,Shadow Ops,Shooter,PC,44.99,3,134.97
1870,2023-10-18,Shadow Ops,Shooter,PC,44.99,1,44.99
1871,2023-10-18,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1872,2023-10-18,Shadow Ops,Shooter,PC,44.99,1,44.99
1873,2023-10-19,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1874,2023-10-19,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1875,2023-10-20,Dragon Realms,RPG,Xbox,59.99,4,239.96
1876,2023-10-21,Speed Circuit,Racing,PlayStation,49.99,1,49.99
1877,2023-10-21,Galaxy Raiders,Action,PC,39.99,2,79.98
1878,2023-10-21,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1879,2023-10-21,Mythic Tactics,Strategy,PC,29.99,5,149.95
1880,2023-10-21,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
1881,2023-10-22,Dragon Realms,RPG,Xbox,59.99,4,239.96
1882,2023-10-22,Dragon Realms,RPG,Xbox,59.99,4,239.96
1883,2023-10-22,Galaxy Raiders,Action,PC,39.99,3,119.97
1884,2023-10-22,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1885,2023-10-23,Galaxy Raiders,Action,PC,39.99,6,239.94
1886,2023-10-23,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1887,2023-10-24,Shadow Ops,Shooter,PC,44.99,3,134.97
1888,2023-10-24,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
1889,2023-10-25,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1890,2023-10-25,Galaxy Raiders,Action,PC,39.99,3,119.97
1891,2023-10-26,Shadow Ops,Shooter,PC,44.99,2,89.98
1892,2023-10-26,Speed Circuit,Racing,PlayStation,49.99,1,49.99
1893,2023-10-27,Galaxy Raiders,Action,PC,39.99,6,239.94
1894,2023-10-27,Dragon Realms,RPG,Xbox,59.99,2,119.98
1895,2023-10-27,Shadow Ops,Shooter,PC,44.99,6,269.94
1896,2023-10-28,Mythic Tactics,Strategy,PC,29.99,2,59.98
1897,2023-10-28,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1898,2023-10-28,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1899,2023-10-28,Shadow Ops,Shooter,PC,44.99,2,89.98
1900,2023-10-29,Dragon Realms,RPG,Xbox,59.99,5,299.95
1901,2023-10-29,Shadow Ops,Shooter,PC,44.99,5,224.95
1902,2023-10-29,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1903,2023-10-30,Galaxy Raiders,Action,PC,39.99,1,39.99
1904,2023-10-31,Mythic Tactics,Strategy,PC,29.99,4,119.96
1905,2023-10-31,Speed Circuit,Racing,PlayStation,49.99,1,49.99
1906,2023-10-31,Dragon Realms,RPG,Xbox,59.99,4,239.96
1907,2023-10-31,Dragon Realms,RPG,Xbox,59.99,3,179.97
1908,2023-10-31,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
1909,2023-11-01,Speed Circuit,Racing,PlayStation,49.99,4,199.96
1910,2023-11-01,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1911,2023-11-01,Galaxy Raiders,Action,PC,39.99,6,239.94
1912,2023-11-02,Mythic Tactics,Strategy,PC,29.99,1,29.99
1913,2023-11-02,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1914,2023-11-02,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1915,2023-11-02,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1916,2023-11-02,Shadow Ops,Shooter,PC,44.99,5,224.95
1917,2023-11-03,Shadow Ops,Shooter,PC,44.99,5,224.95
1918,2023-11-03,Galaxy Raiders,Action,PC,39.99,6,239.94
1919,2023-11-03,Mythic Tactics,Strategy,PC,29.99,4,119.96
1920,2023-11-03,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1921,2023-11-04,Mythic Tactics,Strategy,PC,29.99,3,89.97
1922,2023-11-04,Galaxy Raiders,Action,PC,39.99,3,119.97
1923,2023-11-05,Galaxy Raiders,Action,PC,39.99,2,79.98
1924,2023-11-05,Mythic Tactics,Strategy,PC,29.99,1,29.99
1925,2023-11-06,Galaxy Raiders,Action,PC,39.99,1,39.99
1926,2023-11-06,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
1927,2023-11-06,Galaxy Raiders,Action,PC,39.99,6,239.94
1928,2023-11-06,Mythic Tactics,Strategy,PC,29.99,4,119.96
1929,2023-11-06,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1930,2023-11-07,Mythic Tactics,Strategy,PC,29.99,2,59.98
1931,2023-11-07,Speed Circuit,Racing,PlayStation,49.99,4,199.96
1932,2023-11-07,Shadow Ops,Shooter,PC,44.99,2,89.98
1933,2023-11-07,Dragon Realms,RPG,Xbox,59.99,2,119.98
1934,2023-11-08,Shadow Ops,Shooter,PC,44.99,4,179.96
1935,2023-11-09,Shadow Ops,Shooter,PC,44.99,4,179.96
1936,2023-11-09,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
1937,2023-11-09,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1938,2023-11-10,Mythic Tactics,Strategy,PC,29.99,6,179.94
1939,2023-11-10,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1940,2023-11-10,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1941,2023-11-10,Galaxy Raiders,Action,PC,39.99,2,79.98
1942,2023-11-11,Galaxy Raiders,Action,PC,39.99,4,159.96
1943,2023-11-11,Mythic Tactics,Strategy,PC,29.99,6,179.94
1944,2023-11-11,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1945,2023-11-11,Galaxy Raiders,Action,PC,39.99,3,119.97
1946,2023-11-12,Dragon Realms,RPG,Xbox,59.99,6,359.94
1947,2023-11-13,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1948,2023-11-13,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1949,2023-11-13,Galaxy Raiders,Action,PC,39.99,6,239.94
1950,2023-11-13,Shadow Ops,Shooter,PC,44.99,6,269.94
1951,2023-11-13,Galaxy Raiders,Action,PC,39.99,2,79.98
1952,2023-11-14,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1953,2023-11-14,Mythic Tactics,Strategy,PC,29.99,1,29.99
1954,2023-11-15,Shadow Ops,Shooter,PC,44.99,4,179.96
1955,2023-11-16,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1956,2023-11-16,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1957,2023-11-16,Mythic Tactics,Strategy,PC,29.99,6,179.94
1958,2023-11-17,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
1959,2023-11-17,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
1960,2023-11-18,Galaxy Raiders,Action,PC,39.99,2,79.98
1961,2023-11-18,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
1962,2023-11-18,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
1963,2023-11-18,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
1964,2023-11-18,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
1965,2023-11-19,Shadow Ops,Shooter,PC,44.99,6,269.94
1966,2023-11-19,Dragon Realms,RPG,Xbox,59.99,6,359.94
1967,2023-11-19,Mythic Tactics,Strategy,PC,29.99,5,149.95
1968,2023-11-19,Shadow Ops,Shooter,PC,44.99,2,89.98
1969,2023-11-19,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
1970,2023-11-20,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1971,2023-11-20,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1972,2023-11-20,Shadow Ops,Shooter,PC,44.99,1,44.99
1973,2023-11-21,Mythic Tactics,Strategy,PC,29.99,1,29.99
1974,2023-11-22,Galaxy Raiders,Action,PC,39.99,4,159.96
1975,2023-11-22,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
1976,2023-11-22,Shadow Ops,Shooter,PC,44.99,4,179.96
1977,2023-11-22,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1978,2023-11-23,Dragon Realms,RPG,Xbox,59.99,6,359.94
1979,2023-11-23,Galaxy Raiders,Action,PC,39.99,6,239.94
1980,2023-11-23,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
1981,2023-11-23,Mythic Tactics,Strategy,PC,29.99,5,149.95
1982,2023-11-23,Galaxy Raiders,Action,PC,39.99,1,39.99
1983,2023-11-24,Mythic Tactics,Strategy,PC,29.99,5,149.95
1984,2023-11-24,Speed Circuit,Racing,PlayStation,49.99,3,149.97
1985,2023-11-24,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
1986,2023-11-24,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
1987,2023-11-24,Speed Circuit,Racing,PlayStation,49.99,2,99.98
1988,2023-11-25,Speed Circuit,Racing,PlayStation,49.99,5,249.95
1989,2023-11-25,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
1990,2023-11-25,Shadow Ops,Shooter,PC,44.99,6,269.94
1991,2023-11-25,Galaxy Raiders,Action,PC,39.99,6,239.94
1992,2023-11-25,Speed Circuit,Racing,PlayStation,49.99,1,49.99
1993,2023-11-26,Shadow Ops,Shooter,PC,44.99,5,224.95
1994,2023-11-27,Speed Circuit,Racing,PlayStation,49.99,1,49.99
1995,2023-11-27,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
1996,2023-11-27,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
1997,2023-11-28,Shadow Ops,Shooter,PC,44.99,1,44.99
1998,2023-11-28,Speed Circuit,Racing,PlayStation,49.99,6,299.94
1999,2023-11-29,Speed Circuit,Racing,PlayStation,49.99,3,149.97
2000,2023-11-29,Shadow Ops,Shooter,PC,44.99,5,224.95
2001,2023-11-29,Mythic Tactics,Strategy,PC,29.99,6,179.94
2002,2023-11-29,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
2003,2023-11-29,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
2004,2023-11-30,Speed Circuit,Racing,PlayStation,49.99,5,249.95
2005,2023-11-30,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
2006,2023-11-30,Dragon Realms,RPG,Xbox,59.99,1,59.99
2007,2023-11-30,Galaxy Raiders,Action,PC,39.99,3,119.97
2008,2023-11-30,Galaxy Raiders,Action,PC,39.99,3,119.97
2009,2023-12-01,Dragon Realms,RPG,Xbox,59.99,1,59.99
2010,2023-12-02,Mythic Tactics,Strategy,PC,29.99,4,119.96
2011,2023-12-02,Dragon Realms,RPG,Xbox,59.99,3,179.97
2012,2023-12-03,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
2013,2023-12-03,Dragon Realms,RPG,Xbox,59.99,4,239.96
2014,2023-12-03,Shadow Ops,Shooter,PC,44.99,3,134.97
2015,2023-12-04,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
2016,2023-12-05,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
2017,2023-12-05,Dragon Realms,RPG,Xbox,59.99,3,179.97
2018,2023-12-05,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
2019,2023-12-06,Shadow Ops,Shooter,PC,44.99,1,44.99
2020,2023-12-06,Dragon Realms,RPG,Xbox,59.99,3,179.97
2021,2023-12-06,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
2022,2023-12-06,Galaxy Raiders,Action,PC,39.99,5,199.95
2023,2023-12-06,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
2024,2023-12-07,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
2025,2023-12-07,Speed Circuit,Racing,PlayStation,49.99,4,199.96
2026,2023-12-07,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
2027,2023-12-08,Dragon Realms,RPG,Xbox,59.99,3,179.97
2028,2023-12-08,Cozy Farm Life,Simulation,Nintendo Switch,34.99,6,209.94
2029,2023-12-09,Shadow Ops,Shooter,PC,44.99,1,44.99
2030,2023-12-09,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
2031,2023-12-09,Dragon Realms,RPG,Xbox,59.99,6,359.94
2032,2023-12-09,Dragon Realms,RPG,Xbox,59.99,6,359.94
2033,2023-12-10,Shadow Ops,Shooter,PC,44.99,5,224.95
2034,2023-12-10,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
2035,2023-12-10,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
2036,2023-12-10,Galaxy Raiders,Action,PC,39.99,4,159.96
2037,2023-12-10,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
2038,2023-12-11,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
2039,2023-12-11,Dragon Realms,RPG,Xbox,59.99,4,239.96
2040,2023-12-11,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
2041,2023-12-11,Shadow Ops,Shooter,PC,44.99,2,89.98
2042,2023-12-12,Pixel Puzzler,Puzzle,Mobile,9.99,2,19.98
2043,2023-12-12,Mythic Tactics,Strategy,PC,29.99,2,59.98
2044,2023-12-12,Speed Circuit,Racing,PlayStation,49.99,3,149.97
2045,2023-12-12,Galaxy Raiders,Action,PC,39.99,2,79.98
2046,2023-12-12,Speed Circuit,Racing,PlayStation,49.99,6,299.94
2047,2023-12-13,Dragon Realms,RPG,Xbox,59.99,2,119.98
2048,2023-12-13,Dragon Realms,RPG,Xbox,59.99,2,119.98
2049,2023-12-13,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
2050,2023-12-13,Shadow Ops,Shooter,PC,44.99,5,224.95
2051,2023-12-14,Mythic Tactics,Strategy,PC,29.99,3,89.97
2052,2023-12-14,Shadow Ops,Shooter,PC,44.99,6,269.94
2053,2023-12-14,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
2054,2023-12-15,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
2055,2023-12-15,Galaxy Raiders,Action,PC,39.99,1,39.99
2056,2023-12-15,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
2057,2023-12-15,Pixel Puzzler,Puzzle,Mobile,9.99,1,9.99
2058,2023-12-15,Speed Circuit,Racing,PlayStation,49.99,2,99.98
2059,2023-12-16,Mythic Tactics,Strategy,PC,29.99,6,179.94
2060,2023-12-17,Shadow Ops,Shooter,PC,44.99,6,269.94
2061,2023-12-17,Speed Circuit,Racing,PlayStation,49.99,4,199.96
2062,2023-12-17,Mythic Tactics,Strategy,PC,29.99,2,59.98
2063,2023-12-18,Mythic Tactics,Strategy,PC,29.99,3,89.97
2064,2023-12-18,Dragon Realms,RPG,Xbox,59.99,2,119.98
2065,2023-12-19,Mythic Tactics,Strategy,PC,29.99,5,149.95
2066,2023-12-19,Speed Circuit,Racing,PlayStation,49.99,5,249.95
2067,2023-12-19,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
2068,2023-12-19,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
2069,2023-12-19,Galaxy Raiders,Action,PC,39.99,1,39.99
2070,2023-12-20,Shadow Ops,Shooter,PC,44.99,2,89.98
2071,2023-12-20,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
2072,2023-12-20,Shadow Ops,Shooter,PC,44.99,5,224.95
2073,2023-12-21,Speed Circuit,Racing,PlayStation,49.99,4,199.96
2074,2023-12-22,Speed Circuit,Racing,PlayStation,49.99,4,199.96
2075,2023-12-22,Mythic Tactics,Strategy,PC,29.99,4,119.96
2076,2023-12-22,Shadow Ops,Shooter,PC,44.99,4,179.96
2077,2023-12-22,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
2078,2023-12-22,Speed Circuit,Racing,PlayStation,49.99,6,299.94
2079,2023-12-23,Galaxy Raiders,Action,PC,39.99,6,239.94
2080,2023-12-23,Shadow Ops,Shooter,PC,44.99,5,224.95
2081,2023-12-23,Dragon Realms,RPG,Xbox,59.99,2,119.98
2082,2023-12-23,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
2083,2023-12-24,Speed Circuit,Racing,PlayStation,49.99,2,99.98
2084,2023-12-24,Galaxy Raiders,Action,PC,39.99,4,159.96
2085,2023-12-24,Galaxy Raiders,Action,PC,39.99,4,159.96
2086,2023-12-25,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
2087,2023-12-26,Shadow Ops,Shooter,PC,44.99,3,134.97
2088,2023-12-26,Speed Circuit,Racing,PlayStation,49.99,5,249.95
2089,2023-12-26,Shadow Ops,Shooter,PC,44.99,4,179.96
2090,2023-12-27,Dragon Realms,RPG,Xbox,59.99,3,179.97
2091,2023-12-28,Mythic Tactics,Strategy,PC,29.99,6,179.94
2092,2023-12-28,Mythic Tactics,Strategy,PC,29.99,4,119.96
2093,2023-12-28,Speed Circuit,Racing,PlayStation,49.99,3,149.97
2094,2023-12-28,Mythic Tactics,Strategy,PC,29.99,2,59.98
2095,2023-12-29,Mythic Tactics,Strategy,PC,29.99,3,89.97
2096,2023-12-30,Shadow Ops,Shooter,PC,44.99,5,224.95
2097,2023-12-31,Shadow Ops,Shooter,PC,44.99,2,89.98
2098,2024-01-01,Galaxy Raiders,Action,PC,39.99,1,39.99
2099,2024-01-01,Speed Circuit,Racing,PlayStation,49.99,6,299.94
2100,2024-01-01,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
2101,2024-01-01,Cozy Farm Life,Simulation,Nintendo Switch,34.99,1,34.99
2102,2024-01-02,Mythic Tactics,Strategy,PC,29.99,4,119.96
2103,2024-01-02,Galaxy Raiders,Action,PC,39.99,3,119.97
2104,2024-01-03,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
2105,2024-01-03,Shadow Ops,Shooter,PC,44.99,4,179.96
2106,2024-01-03,Speed Circuit,Racing,PlayStation,49.99,1,49.99
2107,2024-01-03,Speed Circuit,Racing,PlayStation,49.99,1,49.99
2108,2024-01-04,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
2109,2024-01-05,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
2110,2024-01-06,Pixel Puzzler,Puzzle,Mobile,9.99,6,59.94
2111,2024-01-06,Mythic Tactics,Strategy,PC,29.99,6,179.94
2112,2024-01-07,Dragon Realms,RPG,Xbox,59.99,4,239.96
2113,2024-01-07,Mythic Tactics,Strategy,PC,29.99,3,89.97
2114,2024-01-07,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
2115,2024-01-07,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
2116,2024-01-08,Speed Circuit,Racing,PlayStation,49.99,3,149.97
2117,2024-01-09,Pixel Puzzler,Puzzle,Mobile,9.99,3,29.97
2118,2024-01-09,Dragon Realms,RPG,Xbox,59.99,3,179.97
2119,2024-01-09,Galaxy Raiders,Action,PC,39.99,1,39.99
2120,2024-01-09,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
2121,2024-01-09,Dragon Realms,RPG,Xbox,59.99,3,179.97
2122,2024-01-10,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
2123,2024-01-11,Galaxy Raiders,Action,PC,39.99,6,239.94
2124,2024-01-11,Shadow Ops,Shooter,PC,44.99,6,269.94
2125,2024-01-12,Shadow Ops,Shooter,PC,44.99,5,224.95
2126,2024-01-12,Speed Circuit,Racing,PlayStation,49.99,1,49.99
2127,2024-01-13,Cozy Farm Life,Simulation,Nintendo Switch,34.99,4,139.96
2128,2024-01-13,Galaxy Raiders,Action,PC,39.99,3,119.97
2129,2024-01-13,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
2130,2024-01-13,Mythic Tactics,Strategy,PC,29.99,3,89.97
2131,2024-01-14,Dragon Realms,RPG,Xbox,59.99,1,59.99
2132,2024-01-14,Dragon Realms,RPG,Xbox,59.99,1,59.99
2133,2024-01-14,Galaxy Raiders,Action,PC,39.99,5,199.95
2134,2024-01-14,Galaxy Raiders,Action,PC,39.99,4,159.96
2135,2024-01-14,Dragon Realms,RPG,Xbox,59.99,4,239.96
2136,2024-01-15,Speed Circuit,Racing,PlayStation,49.99,1,49.99
2137,2024-01-15,Shadow Ops,Shooter,PC,44.99,3,134.97
2138,2024-01-15,Dragon Realms,RPG,Xbox,59.99,2,119.98
2139,2024-01-15,Dragon Realms,RPG,Xbox,59.99,1,59.99
2140,2024-01-15,Pixel Puzzler,Puzzle,Mobile,9.99,5,49.95
2141,2024-01-16,Galaxy Raiders,Action,PC,39.99,3,119.97
2142,2024-01-17,Galaxy Raiders,Action,PC,39.99,2,79.98
2143,2024-01-17,Dragon Realms,RPG,Xbox,59.99,3,179.97
2144,2024-01-18,Cozy Farm Life,Simulation,Nintendo Switch,34.99,3,104.97
2145,2024-01-18,Speed Circuit,Racing,PlayStation,49.99,4,199.96
2146,2024-01-19,Shadow Ops,Shooter,PC,44.99,4,179.96
2147,2024-01-19,Pixel Puzzler,Puzzle,Mobile,9.99,4,39.96
2148,2024-01-19,Cozy Farm Life,Simulation,Nintendo Switch,34.99,5,174.95
2149,2024-01-19,Galaxy Raiders,Action,PC,39.99,6,239.94
2150,2024-01-19,Cozy Farm Life,Simulation,Nintendo Switch,34.99,2,69.98
2151,2024-01-20,Speed Circuit,Racing,PlayStation,49.99,6,299.94
